Event Name,Date,Venue,City,Country,Genre,Main Artist,Supporting Artists,Ticket Price,Event Type,Venue Capacity,Event Status,Event URL,Organizer
BTS Concert,2024-09-07,O2 Arena,Paris,USA,Classical,The Weeknd,,$116 - $227,Concert,47424,Postponed,https://mockticketmaster.com/event/44605,Mock Promoter 8
Ed Sheeran Festival,2024-12-21,Madison Square Garden,London,UK,R&B,BTS,,$199 - $445,Festival,24433,Scheduled,https://mockticketmaster.com/event/34928,Mock Promoter 4
Adele Festival,2025-01-11,O2 Arena,Berlin,India,Hip Hop,Billie Eilish,"Ed Sheeran, Billie Eilish, Taylor Swift",$124 - $397,Festival,6220,Rescheduled,https://mockticketmaster.com/event/80216,Mock Promoter 4
The Weeknd Concert,2025-01-05,O2 Arena,Paris,Japan,Country,Ed Sheeran,"Beyoncé, BTS",$49 - $466,Concert,37625,Rescheduled,https://mockticketmaster.com/event/54445,Mock Promoter 10
The Weeknd Festival,2024-11-19,Sydney Opera House,Berlin,India,R&B,Ed Sheeran,,$105 - $286,Concert,75235,Scheduled,https://mockticketmaster.com/event/72236,Mock Promoter 5
Billie Eilish Festival,2024-10-27,Sydney Opera House,Mumbai,France,Rock,The Weeknd,"The Weeknd, Adele",$158 - $385,Festival,53718,Postponed,https://mockticketmaster.com/event/88863,Mock Promoter 3
Billie Eilish Festival,2024-10-09,Madison Square Garden,Los Angeles,Australia,Hip Hop,Beyoncé,,$27 - $267,Festival,29847,Scheduled,https://mockticketmaster.com/event/26815,Mock Promoter 6
BTS Concert,2024-12-03,Royal Albert Hall,New York,Germany,Jazz,Adele,,$70 - $349,Festival,12470,Cancelled,https://mockticketmaster.com/event/34907,Mock Promoter 2
Ed Sheeran Concert,2024-08-10,Sydney Opera House,Sydney,India,Country,Taylor Swift,"Ed Sheeran, BTS, Drake",$63 - $239,Festival,17223,Cancelled,https://mockticketmaster.com/event/69605,Mock Promoter 2
Taylor Swift Festival,2024-10-10,O2 Arena,Paris,India,R&B,Billie Eilish,Beyoncé,$78 - $367,Concert,4710,Cancelled,https://mockticketmaster.com/event/23454,Mock Promoter 4
Ed Sheeran Concert,2024-10-17,Sydney Opera House,London,France,Electronic,Drake,,$151 - $474,Concert,80131,Rescheduled,https://mockticketmaster.com/event/73684,Mock Promoter 6
BTS Festival,2025-01-14,O2 Arena,London,Australia,Country,Ed Sheeran,,$51 - $351,Festival,25107,Scheduled,https://mockticketmaster.com/event/19367,Mock Promoter 3
The Weeknd Concert,2025-01-10,Sydney Opera House,London,Australia,Hip Hop,Beyoncé,"Adele, The Weeknd, Ed Sheeran",$112 - $423,Festival,31157,Postponed,https://mockticketmaster.com/event/64082,Mock Promoter 1
The Weeknd Festival,2024-11-22,Madison Square Garden,Los Angeles,USA,Pop,Ed Sheeran,,$107 - $433,Festival,83595,Postponed,https://mockticketmaster.com/event/98814,Mock Promoter 3
BTS Festival,2024-09-07,Madison Square Garden,Paris,France,Hip Hop,Taylor Swift,,$65 - $327,Concert,48763,Postponed,https://mockticketmaster.com/event/45471,Mock Promoter 5
BTS Concert,2024-12-15,Madison Square Garden,London,India,Hip Hop,Ed Sheeran,,$170 - $478,Concert,73332,Rescheduled,https://mockticketmaster.com/event/78793,Mock Promoter 7
Drake Concert,2024-10-05,Royal Albert Hall,Berlin,Germany,Rock,Beyoncé,"BTS, Taylor Swift, Drake",$122 - $406,Festival,7365,Postponed,https://mockticketmaster.com/event/95647,Mock Promoter 7
Beyoncé Festival,2024-10-16,Hollywood Bowl,London,Japan,Jazz,Adele,,$184 - $391,Festival,65487,Cancelled,https://mockticketmaster.com/event/52625,Mock Promoter 4
Beyoncé Concert,2024-09-03,Royal Albert Hall,New York,UK,Classical,Taylor Swift,"The Weeknd, Taylor Swift",$190 - $302,Festival,27085,Rescheduled,https://mockticketmaster.com/event/52936,Mock Promoter 6
Taylor Swift Festival,2024-09-18,Hollywood Bowl,Mumbai,Australia,Electronic,Taylor Swift,"Billie Eilish, The Weeknd",$158 - $425,Concert,88113,Scheduled,https://mockticketmaster.com/event/43875,Mock Promoter 8
Beyoncé Festival,2024-10-24,Royal Albert Hall,Sydney,France,Classical,Billie Eilish,"Taylor Swift, BTS, Billie Eilish",$23 - $358,Concert,35483,Postponed,https://mockticketmaster.com/event/81047,Mock Promoter 3
Drake Festival,2024-12-29,O2 Arena,Tokyo,France,Classical,Drake,"Ed Sheeran, The Weeknd",$195 - $350,Concert,18349,Postponed,https://mockticketmaster.com/event/89029,Mock Promoter 8
Billie Eilish Concert,2024-11-15,O2 Arena,London,France,R&B,The Weeknd,,$178 - $434,Festival,93859,Cancelled,https://mockticketmaster.com/event/20906,Mock Promoter 6
Adele Concert,2024-11-12,Sydney Opera House,Sydney,USA,Country,BTS,Adele,$184 - $312,Festival,24912,Postponed,https://mockticketmaster.com/event/47145,Mock Promoter 8
Ed Sheeran Concert,2024-09-22,Royal Albert Hall,Berlin,Germany,R&B,BTS,"Taylor Swift, BTS, The Weeknd",$166 - $296,Concert,42238,Rescheduled,https://mockticketmaster.com/event/57203,Mock Promoter 6
Drake Concert,2024-12-14,Royal Albert Hall,Los Angeles,USA,Jazz,Drake,Adele,$120 - $349,Festival,30133,Postponed,https://mockticketmaster.com/event/22830,Mock Promoter 5
Drake Festival,2024-10-30,Hollywood Bowl,Tokyo,UK,Electronic,The Weeknd,The Weeknd,$69 - $453,Festival,56991,Cancelled,https://mockticketmaster.com/event/90491,Mock Promoter 1
Drake Festival,2024-10-25,Sydney Opera House,Berlin,Australia,Rock,Billie Eilish,Beyoncé,$135 - $291,Festival,94555,Rescheduled,https://mockticketmaster.com/event/96950,Mock Promoter 4
The Weeknd Concert,2024-09-13,O2 Arena,Berlin,Japan,Electronic,Beyoncé,,$125 - $292,Festival,58446,Scheduled,https://mockticketmaster.com/event/42295,Mock Promoter 5
Ed Sheeran Festival,2024-09-01,O2 Arena,Mumbai,UK,R&B,Taylor Swift,"Adele, Billie Eilish",$166 - $438,Concert,44999,Scheduled,https://mockticketmaster.com/event/21689,Mock Promoter 6
BTS Concert,2024-12-27,O2 Arena,Mumbai,Germany,Classical,The Weeknd,,$37 - $431,Concert,49938,Rescheduled,https://mockticketmaster.com/event/47892,Mock Promoter 1
Billie Eilish Festival,2024-10-02,Royal Albert Hall,Sydney,India,R&B,Billie Eilish,"The Weeknd, Taylor Swift",$136 - $490,Festival,60857,Rescheduled,https://mockticketmaster.com/event/92796,Mock Promoter 6
Beyoncé Concert,2024-12-18,Sydney Opera House,Sydney,UK,Hip Hop,Beyoncé,"Billie Eilish, Ed Sheeran",$29 - $423,Festival,78275,Scheduled,https://mockticketmaster.com/event/40004,Mock Promoter 9
Drake Festival,2024-10-06,Madison Square Garden,Paris,Germany,Pop,BTS,"The Weeknd, Adele, Ed Sheeran",$173 - $316,Concert,45364,Rescheduled,https://mockticketmaster.com/event/63287,Mock Promoter 10
BTS Festival,2024-11-15,O2 Arena,New York,India,Electronic,Ed Sheeran,Adele,$156 - $346,Festival,46941,Rescheduled,https://mockticketmaster.com/event/93987,Mock Promoter 7
Billie Eilish Concert,2024-10-25,O2 Arena,Mumbai,UK,Pop,Ed Sheeran,"Ed Sheeran, The Weeknd, Taylor Swift",$65 - $384,Festival,83612,Rescheduled,https://mockticketmaster.com/event/57646,Mock Promoter 3
Drake Festival,2024-12-26,Madison Square Garden,Sydney,Japan,Country,Billie Eilish,"Drake, The Weeknd, Adele",$48 - $465,Concert,96139,Postponed,https://mockticketmaster.com/event/50811,Mock Promoter 4
Beyoncé Concert,2024-09-28,Hollywood Bowl,Los Angeles,Australia,R&B,Billie Eilish,Beyoncé,$183 - $497,Festival,4629,Rescheduled,https://mockticketmaster.com/event/89692,Mock Promoter 6
BTS Festival,2024-08-14,O2 Arena,Sydney,Australia,Rock,Billie Eilish,"Drake, Billie Eilish",$149 - $392,Concert,22041,Scheduled,https://mockticketmaster.com/event/43359,Mock Promoter 1
Billie Eilish Festival,2025-01-14,Madison Square Garden,Paris,France,Classical,Beyoncé,Drake,$96 - $210,Concert,26442,Scheduled,https://mockticketmaster.com/event/77299,Mock Promoter 2
Taylor Swift Concert,2025-01-17,Madison Square Garden,Los Angeles,UK,Rock,Taylor Swift,"Billie Eilish, Drake, The Weeknd",$77 - $300,Festival,80239,Rescheduled,https://mockticketmaster.com/event/14110,Mock Promoter 2
Taylor Swift Concert,2024-08-11,O2 Arena,Berlin,Australia,Pop,Beyoncé,Drake,$73 - $229,Concert,40336,Cancelled,https://mockticketmaster.com/event/31369,Mock Promoter 9
Beyoncé Festival,2024-10-27,O2 Arena,New York,Japan,Electronic,Ed Sheeran,"Adele, Taylor Swift",$154 - $225,Concert,44269,Scheduled,https://mockticketmaster.com/event/85699,Mock Promoter 6
Taylor Swift Concert,2024-09-06,Madison Square Garden,Mumbai,Australia,R&B,Ed Sheeran,"Beyoncé, Taylor Swift, BTS",$174 - $426,Concert,32849,Postponed,https://mockticketmaster.com/event/23438,Mock Promoter 3
Beyoncé Concert,2024-11-29,O2 Arena,London,Germany,Country,Ed Sheeran,,$132 - $243,Concert,81245,Rescheduled,https://mockticketmaster.com/event/94644,Mock Promoter 2
The Weeknd Concert,2024-09-02,Hollywood Bowl,New York,UK,Electronic,Beyoncé,"Beyoncé, The Weeknd, Drake",$38 - $391,Concert,37469,Scheduled,https://mockticketmaster.com/event/10619,Mock Promoter 6
The Weeknd Concert,2024-10-26,Royal Albert Hall,London,UK,Jazz,Ed Sheeran,Drake,$45 - $266,Concert,8240,Cancelled,https://mockticketmaster.com/event/16369,Mock Promoter 5
Ed Sheeran Festival,2024-11-27,Hollywood Bowl,Tokyo,Germany,R&B,BTS,"Billie Eilish, BTS",$127 - $456,Concert,95208,Rescheduled,https://mockticketmaster.com/event/35179,Mock Promoter 7
The Weeknd Concert,2024-12-16,Hollywood Bowl,Mumbai,USA,R&B,The Weeknd,"Ed Sheeran, The Weeknd, Taylor Swift",$42 - $497,Festival,20372,Scheduled,https://mockticketmaster.com/event/44496,Mock Promoter 7
Beyoncé Festival,2024-09-08,Madison Square Garden,New York,UK,Pop,Beyoncé,BTS,$138 - $300,Concert,63468,Rescheduled,https://mockticketmaster.com/event/86767,Mock Promoter 4
Drake Concert,2024-11-29,Royal Albert Hall,Berlin,USA,R&B,Adele,Billie Eilish,$44 - $405,Festival,15458,Cancelled,https://mockticketmaster.com/event/62259,Mock Promoter 2
BTS Festival,2025-01-11,Sydney Opera House,Mumbai,UK,Classical,Beyoncé,"Beyoncé, Drake",$92 - $324,Festival,73443,Scheduled,https://mockticketmaster.com/event/83318,Mock Promoter 6
Ed Sheeran Festival,2024-08-08,O2 Arena,Paris,Japan,Jazz,BTS,"BTS, The Weeknd, Beyoncé",$36 - $288,Concert,15212,Rescheduled,https://mockticketmaster.com/event/76807,Mock Promoter 1
The Weeknd Festival,2024-10-14,Sydney Opera House,Tokyo,France,Classical,Ed Sheeran,"Drake, The Weeknd, Ed Sheeran",$117 - $444,Festival,8503,Postponed,https://mockticketmaster.com/event/37686,Mock Promoter 5
The Weeknd Festival,2024-12-28,Hollywood Bowl,New York,Australia,Classical,BTS,Drake,$50 - $475,Concert,26343,Cancelled,https://mockticketmaster.com/event/85931,Mock Promoter 1
The Weeknd Concert,2025-01-05,Hollywood Bowl,London,UK,Hip Hop,Taylor Swift,"Taylor Swift, Beyoncé, Ed Sheeran",$23 - $236,Concert,18127,Scheduled,https://mockticketmaster.com/event/34260,Mock Promoter 2
Taylor Swift Festival,2024-09-22,Madison Square Garden,Berlin,Japan,R&B,Taylor Swift,"Taylor Swift, Billie Eilish",$46 - $253,Concert,19470,Postponed,https://mockticketmaster.com/event/82307,Mock Promoter 7
Drake Concert,2024-11-03,Royal Albert Hall,Paris,Australia,Jazz,The Weeknd,,$109 - $272,Concert,51353,Cancelled,https://mockticketmaster.com/event/80708,Mock Promoter 5
The Weeknd Concert,2024-08-10,O2 Arena,Los Angeles,UK,Electronic,Taylor Swift,"Adele, The Weeknd",$139 - $462,Festival,11567,Postponed,https://mockticketmaster.com/event/61938,Mock Promoter 3
Billie Eilish Festival,2024-08-11,Hollywood Bowl,Tokyo,France,Country,Beyoncé,"The Weeknd, Ed Sheeran, Billie Eilish",$100 - $242,Concert,89357,Cancelled,https://mockticketmaster.com/event/80301,Mock Promoter 9
The Weeknd Festival,2024-10-23,Madison Square Garden,Paris,France,Jazz,The Weeknd,Billie Eilish,$190 - $322,Festival,4864,Scheduled,https://mockticketmaster.com/event/92320,Mock Promoter 4
Ed Sheeran Concert,2024-08-30,Madison Square Garden,London,France,Country,Taylor Swift,Beyoncé,$27 - $323,Festival,76207,Postponed,https://mockticketmaster.com/event/94649,Mock Promoter 9
BTS Concert,2024-12-06,Sydney Opera House,Los Angeles,Germany,R&B,Billie Eilish,"The Weeknd, Billie Eilish, BTS",$146 - $280,Festival,18302,Postponed,https://mockticketmaster.com/event/61891,Mock Promoter 8
Taylor Swift Festival,2024-10-25,Hollywood Bowl,New York,USA,Pop,Drake,Beyoncé,$106 - $352,Festival,24672,Cancelled,https://mockticketmaster.com/event/59609,Mock Promoter 8
Taylor Swift Concert,2024-11-20,O2 Arena,Tokyo,Germany,Classical,The Weeknd,Adele,$126 - $336,Concert,30691,Scheduled,https://mockticketmaster.com/event/65998,Mock Promoter 3
Beyoncé Concert,2024-09-23,Madison Square Garden,Los Angeles,Japan,R&B,The Weeknd,"Billie Eilish, The Weeknd",$21 - $437,Festival,68392,Cancelled,https://mockticketmaster.com/event/78229,Mock Promoter 3
Ed Sheeran Concert,2024-11-11,O2 Arena,Mumbai,India,R&B,Beyoncé,"BTS, Taylor Swift",$138 - $229,Festival,14160,Rescheduled,https://mockticketmaster.com/event/11504,Mock Promoter 4
Adele Concert,2024-11-05,Hollywood Bowl,Tokyo,USA,Hip Hop,The Weeknd,,$35 - $445,Concert,11712,Cancelled,https://mockticketmaster.com/event/89924,Mock Promoter 8
BTS Festival,2025-01-20,O2 Arena,Sydney,Australia,Electronic,BTS,"Billie Eilish, Taylor Swift, The Weeknd",$80 - $301,Concert,96725,Postponed,https://mockticketmaster.com/event/57620,Mock Promoter 5
BTS Festival,2025-01-19,Royal Albert Hall,London,Germany,Hip Hop,Adele,"The Weeknd, Billie Eilish",$113 - $347,Festival,36612,Rescheduled,https://mockticketmaster.com/event/59379,Mock Promoter 3
Ed Sheeran Concert,2024-12-12,Madison Square Garden,New York,Australia,Electronic,Ed Sheeran,"Billie Eilish, Taylor Swift, Ed Sheeran",$177 - $282,Concert,2383,Cancelled,https://mockticketmaster.com/event/24828,Mock Promoter 8
Ed Sheeran Concert,2024-09-03,Madison Square Garden,Los Angeles,UK,Classical,Billie Eilish,"Ed Sheeran, BTS, Billie Eilish",$181 - $340,Concert,79860,Rescheduled,https://mockticketmaster.com/event/55633,Mock Promoter 7
Ed Sheeran Concert,2024-09-26,Sydney Opera House,Tokyo,Germany,Classical,Beyoncé,"Ed Sheeran, Billie Eilish",$132 - $257,Festival,81483,Scheduled,https://mockticketmaster.com/event/61437,Mock Promoter 4
Drake Concert,2024-08-26,Madison Square Garden,New York,Australia,Hip Hop,Beyoncé,,$29 - $352,Festival,43165,Scheduled,https://mockticketmaster.com/event/33157,Mock Promoter 1
Beyoncé Concert,2024-10-12,Sydney Opera House,Los Angeles,USA,Pop,Beyoncé,"Taylor Swift, The Weeknd, Beyoncé",$96 - $448,Festival,29202,Cancelled,https://mockticketmaster.com/event/21198,Mock Promoter 3
Beyoncé Festival,2024-11-15,Sydney Opera House,Paris,Japan,Classical,BTS,"Billie Eilish, The Weeknd",$140 - $422,Festival,90579,Postponed,https://mockticketmaster.com/event/22552,Mock Promoter 3
Ed Sheeran Concert,2025-01-25,Madison Square Garden,Tokyo,UK,Hip Hop,BTS,BTS,$167 - $381,Concert,71618,Cancelled,https://mockticketmaster.com/event/80946,Mock Promoter 3
Billie Eilish Concert,2024-08-19,Royal Albert Hall,Paris,USA,Rock,Drake,"Adele, Taylor Swift, Beyoncé",$139 - $304,Festival,94837,Rescheduled,https://mockticketmaster.com/event/16398,Mock Promoter 8
BTS Festival,2024-08-05,Sydney Opera House,Los Angeles,India,Electronic,Beyoncé,Billie Eilish,$46 - $349,Concert,10594,Rescheduled,https://mockticketmaster.com/event/62882,Mock Promoter 10
Drake Concert,2024-10-13,Royal Albert Hall,London,USA,Country,Adele,"BTS, Drake",$160 - $404,Festival,51427,Rescheduled,https://mockticketmaster.com/event/58871,Mock Promoter 1
Billie Eilish Concert,2024-10-17,Madison Square Garden,Berlin,India,Country,BTS,"Ed Sheeran, Drake, The Weeknd",$31 - $243,Concert,73368,Cancelled,https://mockticketmaster.com/event/22545,Mock Promoter 2
Drake Concert,2024-12-01,Sydney Opera House,Tokyo,France,Pop,The Weeknd,"Ed Sheeran, Beyoncé",$86 - $380,Festival,12474,Rescheduled,https://mockticketmaster.com/event/47471,Mock Promoter 6
Beyoncé Concert,2024-08-30,O2 Arena,Los Angeles,France,Electronic,BTS,Adele,$91 - $286,Festival,36602,Cancelled,https://mockticketmaster.com/event/59551,Mock Promoter 7
BTS Festival,2024-11-14,Sydney Opera House,Mumbai,Germany,Pop,BTS,BTS,$145 - $316,Concert,15250,Cancelled,https://mockticketmaster.com/event/34221,Mock Promoter 7
Beyoncé Festival,2024-10-28,Sydney Opera House,Sydney,France,Country,The Weeknd,,$76 - $274,Concert,70403,Cancelled,https://mockticketmaster.com/event/27957,Mock Promoter 2
Beyoncé Festival,2024-10-03,Royal Albert Hall,Los Angeles,India,Hip Hop,BTS,"Taylor Swift, Ed Sheeran",$44 - $410,Festival,73457,Rescheduled,https://mockticketmaster.com/event/92468,Mock Promoter 8
BTS Concert,2024-12-21,Madison Square Garden,Tokyo,India,R&B,Ed Sheeran,,$104 - $432,Festival,18858,Postponed,https://mockticketmaster.com/event/72014,Mock Promoter 1
Taylor Swift Festival,2024-09-18,Royal Albert Hall,Berlin,Australia,Country,Billie Eilish,Adele,$194 - $412,Concert,11668,Postponed,https://mockticketmaster.com/event/87898,Mock Promoter 10
Taylor Swift Festival,2024-11-24,Royal Albert Hall,Paris,Australia,Classical,Taylor Swift,"The Weeknd, Taylor Swift",$101 - $483,Concert,70814,Cancelled,https://mockticketmaster.com/event/36378,Mock Promoter 4
Ed Sheeran Concert,2025-01-27,O2 Arena,Paris,France,R&B,Taylor Swift,"The Weeknd, Ed Sheeran",$104 - $358,Festival,55489,Scheduled,https://mockticketmaster.com/event/50380,Mock Promoter 2
Drake Festival,2024-11-03,O2 Arena,Mumbai,India,Classical,The Weeknd,"The Weeknd, Drake, Billie Eilish",$76 - $458,Festival,54291,Scheduled,https://mockticketmaster.com/event/23923,Mock Promoter 4
Adele Concert,2024-11-05,Madison Square Garden,Sydney,UK,Hip Hop,BTS,"Ed Sheeran, The Weeknd",$109 - $322,Concert,16746,Cancelled,https://mockticketmaster.com/event/83604,Mock Promoter 3
Drake Festival,2025-01-17,Sydney Opera House,Berlin,Australia,Electronic,BTS,BTS,$184 - $496,Festival,35048,Postponed,https://mockticketmaster.com/event/61286,Mock Promoter 1
Adele Festival,2024-11-01,Hollywood Bowl,Los Angeles,Germany,Hip Hop,Ed Sheeran,Beyoncé,$191 - $457,Festival,86838,Postponed,https://mockticketmaster.com/event/67623,Mock Promoter 4
Beyoncé Festival,2024-11-12,Royal Albert Hall,Berlin,Australia,Rock,Drake,Drake,$109 - $393,Festival,54592,Cancelled,https://mockticketmaster.com/event/13178,Mock Promoter 3
Taylor Swift Festival,2024-09-09,Madison Square Garden,Los Angeles,France,Country,Drake,,$53 - $414,Concert,38119,Scheduled,https://mockticketmaster.com/event/24419,Mock Promoter 4
BTS Concert,2024-11-08,O2 Arena,Los Angeles,Germany,Pop,The Weeknd,Billie Eilish,$112 - $229,Festival,65287,Scheduled,https://mockticketmaster.com/event/94377,Mock Promoter 9
Ed Sheeran Concert,2024-10-24,O2 Arena,London,UK,Classical,Billie Eilish,,$110 - $460,Concert,80989,Scheduled,https://mockticketmaster.com/event/47048,Mock Promoter 4
BTS Concert,2024-09-14,Madison Square Garden,Mumbai,USA,Hip Hop,Beyoncé,Billie Eilish,$77 - $244,Concert,44972,Cancelled,https://mockticketmaster.com/event/73449,Mock Promoter 9
Billie Eilish Festival,2024-08-22,Hollywood Bowl,Sydney,Australia,Electronic,The Weeknd,"Ed Sheeran, Taylor Swift, BTS",$102 - $373,Concert,94648,Cancelled,https://mockticketmaster.com/event/71579,Mock Promoter 1
Drake Concert,2024-10-23,O2 Arena,Los Angeles,Germany,R&B,Drake,Beyoncé,$36 - $290,Festival,63841,Cancelled,https://mockticketmaster.com/event/30369,Mock Promoter 7
Adele Festival,2024-10-25,Sydney Opera House,Mumbai,India,Rock,Drake,"Adele, Ed Sheeran, BTS",$146 - $247,Festival,23289,Postponed,https://mockticketmaster.com/event/60649,Mock Promoter 3
Ed Sheeran Concert,2024-08-17,O2 Arena,Mumbai,India,R&B,Beyoncé,,$131 - $217,Concert,16515,Cancelled,https://mockticketmaster.com/event/85585,Mock Promoter 9
BTS Festival,2025-01-06,O2 Arena,Mumbai,Japan,Hip Hop,Taylor Swift,,$171 - $316,Concert,29400,Cancelled,https://mockticketmaster.com/event/49877,Mock Promoter 4
Ed Sheeran Festival,2025-01-06,Hollywood Bowl,Berlin,USA,Country,Adele,"Billie Eilish, Beyoncé",$104 - $311,Concert,19729,Scheduled,https://mockticketmaster.com/event/94286,Mock Promoter 10
The Weeknd Concert,2024-11-20,Hollywood Bowl,Berlin,Japan,Jazz,Drake,,$164 - $365,Festival,46605,Scheduled,https://mockticketmaster.com/event/52252,Mock Promoter 8
